Application No,Date Of Filing Application,Date Of Publication,Title,Name of Applicant,Address,Name of inventor,Abstract,No of Pages
3492/DELNP/2009 A ,29/05/2009,01/01/2010,APPARATUS FOR MANUFACTURING COMPACTED IRONS , 1)POSCO  ,1 Goedong-dong Nam-ku Pohang-shi Kyungsangbuk-do 790-300 Republic of Korea. , 1)SHIN Myung-Chan 2)CHO Il-Hyun ,The present invention relates to an apparatus for manufacturing compacted iron. An apparatus for manufacturing compacted iron includes i) a pair of rolls that compact direct reduced iron and manufacture compacted iron; and ii) a screw feeder that rotates to transfer the direct reduced iron toward a gap formed between the pair of rolls. The screw feeder includes i) a shaft that extends toward the gap; and ii) a screw that is formed on an outer surface of the shaft. A distance from a center axis passing through a center of the shaft to at least one edge of the screw is maintained to be the same or become less as the at least one edge is close to the pair of rolls.  ,25
3493/DELNP/2009 A ,29/05/2009,01/01/2010,APPARATUS FOR PRESSING CHEEK PLATES AND APPARATUS FOR MANUFACTURING COMPACTED IRONS COMPRISING THE SAME , 1)POSCO  ,1 Goedong-dong Nam-ku Pohang-shi Kyungsangbuk-do 790-300 Republic of Korea , 1)KIM Do-Seung 2)CHO Il-Hyun 3)KIM Su-Yeon ,The present invention relates to an apparatus for pressing cheek plates and an apparatus for manufacturing compacted iron including the same. The apparatus for pressing cheek plates includes i) a bar that is configured to press a cheek plate installed at one end of a gap formed between a pair of rolls that compress direct reduced iron and manufacture compacted iron to the gap; ii) a piston that is configured to press and push the bar to the gap; and iii) a cylinder that receives the piston. The piston is configured to move along a direction in which the bar is extended by pressure of an inner space of the cylinder.  ,26
3722/DELNP/2009 A ,08/06/2009,01/01/2010,USE OF CAMPHOLENIC DERIVATIVES AS FRAGRANT INGREDIENTS IN PERFUMERY AND FLAVOURING , 1)V. MANE FILS  ,620 route de Grasse F-06620 Bar Sur Loup France , 1)MANE Jean 2)PLESSIS Caroline 3)CHANOT Jean-Jacques ,"This invention relates to campholenic derivatives of general formula (I) wherein Rl, R2, R3, R4 and R5 represent, each independently, a hydrogen atom or a linear or branched C1-C5 alkyl or C2-C5 alkenyl group, Y represents a CN, a C(O)R6 or a CR6 (OR×ñ) (OR×ý) group, wherein R6 represents a hydrogen atom or a linear or branched C1-C5 alkyl or C2-C5 alkenyl group, and R×ñ and R×ý represent simultaneously a linear or branched C1, C2, C3, C4 or C5 alkyl or C2, C3, C4 or C5 alkenyl group and can form together a cycle, the 5-membered ring is saturated or has a double bond between C3 """" and C4 """" in formula (I), and the side chain, optionally, has a double bond between C1 and C2 and/or between C3 and C4, provided that the derivative is not 3-methyl-6- (2, 2, 3-trimethyl-cyclopent-3-enyl) -hex-4-enal; and their use as fragrant or flavouring agent.  ",39
3781/DELNP/2009 A ,09/06/2009,01/01/2010,PACKAGE , 1)SEDA S.P.A.  ,Corso Salvatore D’Amato 84 I-80022 Arzano Napoli Italy ," 1)D""AMATO Gianfranco ","The present invention refers to a multi-layered package, and particularly to a container comprising a container opening and a container bottom. Preferably, at least one outer wall comprises a predetermined removable wall section, revealing an information. The feature of the package according to the present invention is that the package is formed with at least one inner wall and one outer wall. Thereby, the wall section is as part of the outer wall a removable card.  ",34
3666/DELNP/2009 A ,04/06/2009,01/01/2010,"""3-PYRROLO[B] CYCLOHEXYLENE-2-DIHYDROINDOLINONE DERIVATIVES AND USE THEREOF"" "," 1)JIANGSU SIMCERE PHARMACEUTICAL R&D CO., LTD.  ","NO. 12, HUAYUAN ROAD, NANJING, JIANGSU 210042 (CN). China "," 1)TANG, FENG 2)SHEN, HAN 3)JIN, QIU 4)DING, LEI 5)YANG, JIE 6)YIN, XIAOJIN 7)LU, SHIYUE ","3-pyrrolo[b]cyclohexylene-2-dihydro-indolinone derivatives of formula (I) or their pharmaceutically acceptable salts and uses thereof. The intermediates of formula (II) for preparing the above compounds. The bioassay shows that the above compounds and their pharmaceutically acceptable salts can modulate the activity of protein kinases (PKs), inhibit the activity of tyrosine kinases (PTKs) and inhibit many kinds of tumor cells as well as.  ",74
3667/DELNP/2009 A ,04/06/2009,01/01/2010,"""DIALKYLAMINO ALKYL ESTERS OF PIVAGABINE A MEDICAMENTS FOR THE TREATMENT OF CENTRAL NERVOUS SYSTEMS DISORDERS"" "," 1)CENERX BIOPHARMA, INC.  ","270 CORNERSTONE DRIVE, SUITE 103, CARY, NORTH CAROLINA 27519, U.S.A. "," 1)RAFFERTY, MICHAEL ",The present embodiments are related to the compoimd of Formula 1 or Formula 2 below and pharmaceutical formulations thereof as well as treatments for a wide variety of Central Nervous System disorders with the pharmaceutical formulations. Some embodiments include the use of a variety of the instant compounds which surprisingly and advantageously exhibit improved pharmacokinetic and therapeutic profiles in comparison to pivagabine.  ,117
3669/DELNP/2009 A ,04/06/2009,01/01/2010,"""DISTRIBUTED RESERVATION PROTOCOL FOR ENABLING MULTI-BAND TRANSMISSION I NEXT GENERATION ULTRA WIDE BAND TECHNOLOGY"" ", 1)INTERDIGITAL TECHNOLOGY CORPORATION  ,"3411 SILVERSIDE ROAD, CONCORD PLAZA, SUITE 105, HAGLEY BUILDING, WILMINGTON, DELAWARE 19810, U.S.A. "," 1)ZUNIGA, JUAN CARLOS 2)GRANDHI, SUDHEER, A.  3)SAMMOUR, MOHAMMED 4)LIVET, CATHERINE, M.  5)CHA, INHYOK ","An ultra wide band wireless transmit/receive unit (WTRU) communication includes a transmitter configured to transmit a first indicator of a multi-radio band transmission, and a receiver configured to receive a second indicator of a multi-radio band transmission.  ",17
3801/DELNP/2009 A ,10/06/2009,01/01/2010,APPARATUS FOR MANUFACTURING COMPACTED IRONS OF REDUCED MATERIALS COMPRISING FINE DIRECT REDUCED IRONS AND APPARATUS FOR MANUFACTURING MOLTEN IRONS PROVIDED WITH THE SAME , 1)POSCO  ,1 Goedong-dong Nam-ku Pohang-shi Kyungsangbuk-do 790-300 Republic of Korea , 1)CHO Il-Hyun 2)KIM Do-Seung 3)SHIN Myung-Chan ,"An apparatus for manufacturing compacted iron for manufacturing reduced materials containing fine reduced iron into compacted iron and an apparatus for manufacturing molten iron provided with the same are provided. The apparatus for manufacturing compacted iron includes i) a charging hopper having an opening through which reduced materials containing fine reduced iron are charged; ii) a shock-absorbing member that is installed in an upper side of the charging hopper; and iii) a pair of rolls that form a gap therebetween by being spaced apart from each other and that compress the reduced materials containing fine reduced iron that are discharged from the charging hopper and pass through the gap, thereby manufacturing the compacted iron. The shock-absorbing member collides with the reduced materials containing fine reduced iron falling through the opening and distributes them into a lower side of the charging hopper.  ",20
3612/DELNP/2009 A ,03/06/2009,01/01/2010,VEHICLE ACCESSORY MOUNTING SYSTEM , 1)KIRTLAND Ralph P.  ,553 Old Greenville Road Staunton VA 22401 United States of America. , 1)KIRTLAND Ralph P. ,"An accessory mounting system for vehicles or the like including one or more mounting rails, one or more mounting clamps, and one optional sliding rail per clamp. The mounting rail is trapezoidal in profile, and may include one or more pieces, and is permanently mounted to the vehicle frame, body, or other component and oriented with the wider of the two parallel faces facing outward from the vehicle. The mounting clamp assembly utilizes two opposed V-shaped jaws of an equal or slightly more acute angle than that represented by the angle between the wider of the two parallel faces of the mounting rail and one of its two adjoining non-parallel faces such that when the mounting clamp assembly is engaged on the mounting rail, the mounting rail nests between the two opposing jaws of the mounting clamp assembly.  ",38
3845/DELNP/2009 A ,11/06/2009,01/01/2010,APPARATUS FOR MANUFACTURING COMPACTED IRONS OF REDUCED MATERIALS COMPRISING FINE DIRECT REDUCED IRONS AND APPARATUS FOR MANUFACTURING MOLTEN IRONS PROVIDED WITH THE SAME , 1)POSCO  ,1 Goedong-dong Nam-ku Pohang-shi Kyungsangbuk-do 790-300 Republic of Korea , 1)CHO Il-Hyun 2)KIM Do-Seung 3)SHIN Myung-Chan ,"An apparatus for manufacturing compacted iron for manufacturing reduced materials containing fine reduced iron into compacted iron and an apparatus for manufacturing molten iron provided with the same are provided. The apparatus for manufacturing compacted iron includes i) a charging hopper into which reduced materials containing fine reduced iron are charged, and ii) a pair of rollers that form a gap therebetween by being spaced apart from each other and that press the reduced materials containing fine reduced iron that are discharged from the charging hopper and pass through the gap, thereby manufacturing the compacted iron. The above-described charging hopper includes i) a surface of a wall, and ii) an integrated lower surface that is connected to the surface of the wall and is directed toward the pair of rollers. ",21
3857/DELNP/2009 A ,12/06/2009,01/01/2010,PRODUCTION METHOD OF ETHYLENE LOW POLYMER , 1)MITSUBISHI CHEMICAL CORPORATION  ,14-1 Shiba 4-chome Minato-ku Tokyo 108-0014 Japan , 1)Kazuyuki YOKOYAMA 2)Hiroki EMOTO ,"The object of the present invention is to provide a method of recovering decene under the condition that a decomposition product of a chromium series catalyst and the like is difficult to form from a high boiler from which an ethylene low polymer has been separated, in a production method of an ethylene low polymer using a chromium series catalyst. The present invention related so that an ethylene low polymer and a high boiler containing a chromium series catalyst, decene, tetradecene and a by-produced polymer are separated by evaporation operation from a reaction liquid containing an ethylene low polymer obtained by low polymerization reaction using a chromium series catalyst, and the high boiler is concentrated such that the tetradecene concentration is 5% by weight or more by an evaporative separator 70 and a liquid storage tank 80, in so as to give a tetradecene concentration of 5wt% or above while separating decene by evaporation in such a way as to satisfy the relationship (1) wherein T is temperature (øC) of residual solution and &thetav; is residence time (min) of residual solution. &thetav;/1.2EXP(800/T)  1 (1)  ",43
3869/DELNP/2009 A ,12/06/2009,01/01/2010,PROCESSES FOR MANUFACTURING POLYESTERS FROM POST-CONSUMER POLYESTER , 1)E.I. DU PONT DE NEMOURS AND COMPANY  ,"1007 MARKET STREET, WILMINGTON, DELAWARE 19898, U.S.A "," 1)KURIAN, JOSEPH, V 2)LIANG, YUANFENG 3)GALLAGHER, F.,GLENN ","The present invention relates to processes for manufacturing polyesters. The processes can be used for manufacturing polyesters from post-consumer polyesters. The processes include contacting a post-consumer polyester with at least one diol, at elevated temperature in presence of a catalyst, effecting a transesterification reaction. Biologically-derived diols can be used.  ",17
3916/DELNP/2009 A ,16/06/2009,01/01/2010,TRANSPORT MOLECULES USING REVERSE SEQUENCE HIV-TAT POLYPEPTIDES , 1)REVANCE THERAPEUTICS INC.  ,7555 Gateway Blvd Newark CA 94560 United States of America , 1)WAUGH Jacob M. 2)LEE Jae Hoon ,"This invention relates to novel transport molecules that comprise a polypeptide comprising amino acid residues arranged in a sequence that is the reverse-sequence of basic portion of the HIV-TAT protein. The novel transport polypeptides are useful for transmembrane or intracellular delivery of cargo molecules, non-limiting examples of which include polypeptides and nucleic acids. The novel transport polypeptides may be covalently or non-covalenty bound to the cargo molecules.  ",29
3671/DELNP/2009 A ,04/06/2009,01/01/2010,"""NOVEL TRIAZINEDIONE DERIVATIVES AS GABA-B RECEPTOR MODULATORS"" ", 1)ADDEX PHARMA S.A.  ,"CHEMIN DES AULX 12, CH-1228, PLAN-LES, OUATES, GENEVA (CH). Switzerland "," 1)RIGUET, ERIC 2)CAMPO, BRICE 3)GIBELIN, ANTOINE 4)MHALLA, KARIM ","The present invention provides novel compounds of formula (I) wherein Wl, W2, W3, W4, W5, B, XI, X2, X3, X4, X5, E and L are as defined herein; invention compounds are gamma amino butyrique acid receptor-subtype B (""GABAB"") positive allosteric modulators (enhancers), which are useful to provide methods of treating or preventing diseases or disorders, including treatment of anxiety, depression, epilepsy, schizophrenia, cognitive disorders, spasticity and skeletal muscle rigidity, spinal cord injury, multiple sclerosis, amyotrophic lateral sclerosis, cerebral palsy, neuropathic pain and craving associated with cocaine and nicotine, panic disorder, posttraumatic stress disorders, urge urinary incontinence, gastroesophageal reflux disease, transient lower oesophageal sphincter relaxations, functional gastrointestinal disorders and irritable bowel syndrome.  ",165
